region,address,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,build_date,isСomplete,complitation_year,house_material,parking,decoration,balcony,longitude,latitude,passenger_elevator,cargo_elevator,metro,metro_distance,metro_transport,district,is_apartments,is_auction,repair,with_furniture,windows_type
msk,"Москва, 4-й Красногорский проезд, 3",33731061,92.9,empty,61.4,3,15,40,empty,0,2027,monolith,underground,without,empty,37.4839629207,55.8134618582,2,3,"Стрешнево,Войковская,Щукинская","3,17,5","walk,walk,transport","Щукино,СЗАО",0,0,empty,empty,empty
msk,"Москва, Москва, Зоологическая ул, 30С2",35000000,94.0,20.0,empty,3,3,15,2000,empty,empty,brick,empty,empty,1,37.584478,55.767251,empty,empty,Баррикадная,12,walk,"Пресненский,ЦАО",1,1,empty,empty,empty
msk,"Москва, Южнопортовая улица",35931126,86.4,23.4,37.2,3,15,25,empty,0,2025,monolith,underground,empty,empty,37.711331065,55.6933076872,2,1,"Печатники,Люблино,Печатники","16,3,4","walk,transport,transport","Печатники,ЮВАО",0,0,empty,empty,empty
msk,"Москва, улица Ротмистрова, 2",38691400,94.6,14.6,43.8,3,9,19,empty,0,2024,monolith,empty,without,empty,37.47701146159,55.79153078518826,empty,empty,"Октябрьское поле,Карамышевская,Панфиловская","20,3,5","walk,transport,transport","Щукино,СЗАО",0,0,empty,empty,empty
msk,"Москва, проспект Ленинградский, д.29, к.1",40000000,75.7,5.0,40.0,3,7,17,2018,empty,empty,empty,empty,empty,empty,37.564033,55.785169,1,1,"Петровский Парк,Динамо,Белорусская","7,7,3","walk,walk,transport","Беговой,САО",1,1,empty,empty,empty
msk,"Москва, Сосинская улица, 43",42703000,93.56,32.3,34.1,3,1,7,empty,0,2024,monolith,underground,without,empty,37.67791399255383,55.72629782570984,empty,1,"Дубровка,Пролетарская,Волгоградский проспект","15,15,2","walk,walk,transport","Южнопортовый,ЮВАО",0,0,empty,empty,empty
msk,"Москва, Минская, 1Б",43000000,136.0,15.0,60.0,2,6,6,empty,empty,empty,monolithBrick,underground,empty,1,37.500899,55.717026,1,empty,"Минская,Ломоносовский проспект","10,20","walk,walk","Раменки,ЗАО",1,1,empty,empty,empty
msk,"Москва, 1-я улица Ямского Поля, 28с3",44649999,91.99,empty,47.0,3,4,21,empty,0,2024,monolith,empty,empty,empty,37.5854233447391,55.7831190790998,empty,empty,"Белорусская,Менделеевская,Савёловская","7,18,18","walk,walk,walk","Беговой,САО",1,0,empty,empty,empty
msk,"Россия, Москва город, улица Арбат, дом 51, строение 1",50000000,81.0,10.0,empty,3,8,8,1910,empty,empty,brick,open,empty,empty,37.586661,55.74754,2,empty,Смоленская,3,walk,"Арбат,ЦАО",0,1,empty,empty,empty
msk,"Москва, проспект Генерала Дорохова, дом 39к1",50000000,70.2,empty,empty,3,10,14,2023,empty,empty,empty,empty,empty,empty,37.49665,55.71806,empty,empty,Минская,5,transport,"Раменки,ЗАО",empty,1,empty,empty,empty
msk,"Москва, 1-ая Миусская ул., 24/22, стр. 4",51840000,108.0,10.0,70.0,3,2,7,1917,empty,empty,brick,open,empty,0,37.593318,55.781296,1,0,Белорусская,12,walk,"Тверской,ЦАО",empty,1,empty,empty,empty
msk,"Москва, Нежинская, 5к2",60000000,90.0,20.0,60.0,4,9,25,2021,empty,empty,monolith,underground,empty,empty,37.474695,55.714506,2,empty,Минская,7,transport,"Очаково-Матвеевское,ЗАО",0,1,empty,empty,empty
msk,"Москва, Сивцев Вражек пер., 33",63800000,91.8,10.0,57.0,3,2,8,1964,empty,empty,brick,ground,empty,1,37.589787,55.746851,2,0,"Смоленская,Кропоткинская,Парк Культуры","7,12,18","walk,walk,walk","Хамовники,ЦАО",empty,1,empty,empty,empty
msk,"Москва, Арбат ул., 47/23",64000000,95.0,14.0,68.0,4,5,6,1910,empty,empty,brick,open,empty,0,37.587623,55.748007,1,0,"Смоленская,Кропоткинская,Арбатская","4,13,16","walk,walk,walk","Арбат,ЦАО",empty,1,empty,empty,empty
msk,"Москва, Нежинская улица, 5к2",66500000,98.0,11.4,58.9,3,18,25,2021,empty,empty,monolith,underground,empty,empty,37.474695,55.714506,2,empty,Минская,7,transport,"Очаково-Матвеевское,ЗАО",0,1,empty,empty,empty
msk,"Москва, переулок Чапаевский, 3",75000000,116.0,15.0,90.0,3,18,50,empty,empty,empty,monolith,empty,empty,empty,37.520671,55.79848,2,1,"Сокол,Аэропорт","2,3","transport,transport","Хорошевский,САО",0,1,empty,empty,empty
msk,"Москва, Подольское шоссе, 3",84494550,108.4,empty,96.6,2,13,13,empty,0,2024,monolith,underground,empty,empty,37.62448,55.713248,empty,empty,"Тульская,Серпуховская,Шаболовская","8,19,4","walk,walk,transport","Даниловский,ЮАО",1,0,empty,empty,empty
msk,"Москва, Нежинская, 5к2",88000000,88.4,15.0,52.0,3,13,25,2021,empty,empty,monolith,underground,empty,empty,37.474695,55.714506,2,empty,Минская,7,transport,"Очаково-Матвеевское,ЗАО",0,1,empty,empty,empty
msk,"Москва, Мосфильмовская улица, 8",95000000,157.0,empty,empty,4,44,53,2012,empty,empty,monolith,underground,empty,empty,37.527256,55.723587,4,empty,"Ломоносовский проспект,Киевская,Тестовская","4,6,6","transport,transport,transport","Раменки,ЗАО",0,1,empty,empty,empty
msk,"Москва, Авиационная, 79к1",95000000,171.7,20.0,66.0,4,38,48,2016,empty,empty,monolithBrick,underground,empty,empty,37.449866,55.80651,2,empty,Щукинская,12,walk,"Щукино,СЗАО",0,1,empty,empty,empty
msk,"Москва, Москва, Большой Тишинский пер, 30/44с1",119000000,110.0,10.0,empty,3,3,5,2021,empty,empty,monolithBrick,empty,empty,empty,37.572908,55.769428,1,0,Улица 1905 года,13,walk,"Пресненский,ЦАО",empty,1,empty,empty,empty
msk,"Москва, Ленинградский пр-т, 36, стр. 31",140000000,201.0,25.0,156.0,4,7,10,empty,empty,empty,monolithBrick,open,empty,0,37.567042,55.787958,0,0,"Динамо,Белорусская","7,6","walk,transport","Аэропорт,САО",1,1,empty,empty,empty
msk,"Москва, Гагаринский пер., 35",150000000,170.6,24.0,103.0,5,3,4,1908,empty,empty,brick,ground,empty,0,37.589823,55.744865,0,0,"Смоленская,Кропоткинская","8,10","walk,walk","Хамовники,ЦАО",empty,1,empty,empty,empty
msk,"Москва, Курсовой пер., 8/2",166000000,176.7,25.0,84.0,4,4,5,1998,empty,empty,monolithBrick,underground,empty,0,37.604807,55.740537,1,0,"Кропоткинская,Парк Культуры,Полянка","8,13,5","walk,walk,transport","Хамовники,ЦАО",empty,1,empty,empty,empty
msk,"Москва, 2-я Звенигородская улица, 14",249655000,138.5,20.0,105.0,4,19,21,2023,empty,empty,monolith,underground,empty,0,37.555481,55.762804,1,0,"Улица 1905 года,Краснопресненская,Баррикадная","7,18,4","walk,walk,transport","Пресненский,ЦАО",empty,1,empty,empty,empty
msk,"Москва, Пречистенка, 27",250000000,245.9,18.0,168.0,5,3,5,empty,empty,empty,brick,ground,empty,empty,37.591386,55.740421,1,empty,"Парк Культуры,Кропоткинская,Смоленская","7,10,13","walk,walk,walk","Хамовники,ЦАО",0,1,empty,empty,empty
msk,"Россия, Москва, Усачёва улица, д. 15",380320000,237.7,40.0,empty,5,14,15,empty,empty,empty,monolithBrick,underground,empty,empty,37.57024,55.726796,empty,empty,"Спортивная,Фрунзенская,Лужники","8,12,12","walk,walk,walk","Хамовники,ЦАО",empty,1,empty,empty,empty
msk,"Москва, Электрический переулок, 10, стр. 1",560000000,283.4,22.0,132.0,4,6,9,2020,empty,empty,brick,underground,empty,0,37.576915,55.772244,1,0,"Белорусская,Маяковская,Краснопресненская","10,19,20","walk,walk,walk","Пресненский,ЦАО",empty,1,empty,empty,empty
msk,"Москва, Ленинский проспект, 2",627420000,313.71,45.4,263.3,3,8,9,empty,0,2024,monolithBrick,empty,without,empty,37.61125350678,55.7296107564818,empty,empty,"Октябрьская,Добрынинская,Полянка","2,11,13","walk,walk,walk","Якиманка,ЦАО",1,0,empty,empty,empty
msk,"Москва, Мичуринский проспект, вл30Б",31031280,50.4,7.0,30.8,2,5,17,empty,0,2024,monolith,empty,empty,empty,37.4988117778,55.7011942456,empty,empty,"Раменки,Ломоносовский проспект,Мичуринский проспект","3,14,20","walk,walk,walk","Раменки,ЗАО",0,0,empty,empty,empty
msk,"Россия, Москва, Москва, Шелепихинская набережная, 40к2",37430000,91.0,empty,empty,3,10,25,2023,empty,empty,monolithBrick,underground,empty,empty,37.501878,55.767656,2,2,,,,"Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Россия, Москва, Москва, Шелепихинская набережная, 40к2",38950000,81.0,empty,empty,3,23,25,2023,empty,empty,monolithBrick,underground,empty,empty,37.501878,55.767656,2,2,,,,"Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, Минская улица, 1гк1",40000000,74.0,17.0,43.0,2,7,16,empty,empty,empty,monolithBrick,underground,empty,empty,37.500953,55.71304,2,1,Минская,18,walk,"Раменки,ЗАО",0,1,empty,empty,empty
msk,"Россия, Москва, улица Арбат, 51с1",50000000,81.0,10.0,66.0,3,8,8,empty,empty,empty,brick,empty,empty,0,37.586661,55.74754,1,0,"Смоленская,Кропоткинская,Арбатская","3,15,16","walk,walk,walk","Арбат,ЦАО",0,1,empty,empty,empty
msk,"Россия, Москва, Бумажный проезд, д. 4",53000000,94.0,7.8,60.0,3,14,20,empty,empty,empty,monolith,underground,empty,empty,37.586437,55.786349,2,1,"Белорусская,Белорусская,Менделеевская","14,14,16","walk,walk,walk","Беговой,САО",1,1,empty,empty,empty
msk,"Россия, г. Москва, Валовая ул., д. 20",60000000,100.0,empty,empty,2,14,14,empty,empty,empty,empty,empty,empty,empty,37.629978,55.73071,empty,empty,"Павелецкая,Добрынинская,Серпуховская","6,8,8","walk,walk,walk","Замоскворечье,ЦАО",0,1,empty,empty,empty
msk,"Россия, г. Москва, Звенигородская 2-я ул., д. 16",63139000,56.6,empty,empty,2,3,21,empty,empty,empty,empty,empty,empty,empty,37.555391,55.763295,empty,empty,"Улица 1905 года,Беговая","7,5","walk,transport","Пресненский,ЦАО",0,1,empty,empty,empty
msk,"Москва, Москва, Воронцовские Пруды ул, 3",70000000,135.4,20.0,empty,3,23,31,2004,empty,empty,panel,empty,empty,0,37.536526,55.664096,empty,empty,Воронцовская,7,walk,"Обручевский,ЮЗАО",empty,1,empty,empty,empty
msk,"Москва, 1-й Красногвардейский проезд, 22. Стр. 2",75000000,82.0,13.0,53.0,2,54,67,empty,empty,empty,monolith,multilevel,empty,empty,37.535332,55.751584,4,empty,"Деловой центр,Международная","5,6","walk,walk","Пресненский,ЦАО",1,1,empty,empty,empty
msk,"Москва, улица Климашкина, д.19",84800000,170.0,25.0,140.0,4,6,14,empty,empty,empty,empty,empty,empty,empty,37.56741,55.767398,1,1,"Улица 1905 года,Краснопресненская","9,17","walk,walk","Пресненский,ЦАО",0,1,empty,empty,empty
msk,"Россия, г. Москва, Ордынский Б. пер., вл. 4, стр. 2-7",85750000,74.9,empty,empty,2,2,5,empty,empty,empty,empty,empty,empty,empty,37.625882,55.73552,empty,empty,"Третьяковская,Полянка","9,10","walk,walk","Замоскворечье,ЦАО",1,1,empty,empty,empty
msk,"Москва, Пресненская набережная, 8с1",110000000,186.0,50.0,100.0,3,35,73,empty,empty,empty,empty,underground,empty,empty,37.539078,55.747115,empty,empty,"Международная,Деловой центр,Выставочная","3,4,6","walk,walk,walk","Пресненский,ЦАО",1,1,empty,empty,empty
msk,"Москва, переулок Спиридоньевский, 12/9",212544080,160.8,empty,128.0,5,2,5,empty,empty,empty,empty,empty,empty,1,37.596183,55.762895,empty,empty,"Пушкинская,Тверская,Маяковская","9,9,11","walk,walk,walk","Пресненский,ЦАО",0,1,empty,empty,empty
msk,"Москва, Чапаевский переулок, 3",218000000,663.0,30.0,320.0,5,45,57,2006,empty,empty,monolith,underground,empty,empty,37.520671,55.79848,4,1,"Аэропорт,Сокол,Панфиловская","10,10,20","walk,walk,walk","Хорошевский,САО",0,1,empty,empty,empty
msk,"Россия, Москва, Рождественский бульвар, 10/7с1",230499100,140.0,26.0,empty,3,2,4,1903,empty,empty,brick,ground,empty,empty,37.626196,55.766223,empty,empty,"Трубная,Тургеневская,Кузнецкий мост","5,9,10","walk,walk,walk","Мещанский,ЦАО",0,1,empty,empty,empty
msk,"Москва, Москва, Пречистенка ул, 27",250000000,250.0,15.0,empty,5,3,4,2010,empty,empty,monolithBrick,empty,empty,empty,37.591386,55.740421,empty,empty,Парк Культуры,7,walk,"Хамовники,ЦАО",empty,1,empty,empty,empty
msk,"Россия, Москва, улица Плющиха, д. 37",300000000,151.0,20.0,106.0,3,2,7,2018,empty,empty,brick,underground,empty,empty,37.577427,55.741049,empty,empty,Смоленская,13,walk,"Хамовники,ЦАО",empty,1,empty,empty,empty
msk,"Россия, г. Москва, Долгоруковская ул., д. 23А, стр. 1",416000000,325.0,empty,empty,5,3,3,empty,empty,empty,empty,empty,empty,empty,37.600253,55.776041,empty,empty,"Новослободская,Менделеевская","7,10","walk,walk","Тверской,ЦАО",1,1,empty,empty,empty
msk,"Россия, г. Москва, Афанасьевский Б. пер., д. 28",590000000,340.0,empty,empty,6,7,8,empty,empty,empty,empty,empty,empty,empty,37.597872,55.749603,empty,empty,Арбатская,7,walk,"Арбат,ЦАО",0,1,empty,empty,empty
msk,"Россия, Москва, бульвар Маршала Рокоссовского, 23",11200000,42.8,3.0,28.8,2,2,5,1963,empty,empty,brick,empty,empty,1,37.718229,55.813577,0,0,"Бульвар Рокоссовского,Преображенская площадь,Локомотив","15,5,6","walk,transport,transport","Богородское,ВАО",0,1,empty,empty,empty
msk,"Москва, улица Нижние Мнёвники",34600000,69.2,21.5,empty,2,2,21,empty,0,2025,monolith,underground,fine,empty,37.4576548994741,55.7487114397826,2,2,"Терехово ,Молодёжная,Мнёвники","5,6,7","transport,transport,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, Шелепихинская набережная, 34к7",37500000,84.2,empty,empty,3,20,43,empty,empty,2024,monolith,empty,without,empty,37.5114739067,55.764538342,empty,empty,"Шелепиха,Хорошёвская,Полежаевская","17,4,5","walk,transport,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, Минская, 1ГК1",40000000,75.0,7.0,35.0,2,7,22,empty,empty,empty,monolith,underground,empty,empty,37.500953,55.71304,2,empty,"Ломоносовский проспект,Минская","15,18","walk,walk","Раменки,ЗАО",0,1,empty,empty,empty
msk,"Москва, улица Саляма Адиля, 2А",43065000,82.5,29.0,27.5,3,6,6,empty,1,2023,monolith,empty,without,empty,37.4675444563,55.77336946,empty,empty,"Народное Ополчение,Карамышевская,Мнёвники","16,17,5","walk,walk,transport","Хорошево-Мневники,СЗАО",1,0,empty,empty,empty
msk,"Россия, Москва, Оружейный переулок, 23",43600000,90.3,16.0,empty,2,3,3,1901,empty,empty,brick,ground,empty,empty,37.601268,55.772325,empty,empty,"Маяковская,Тверская,Пушкинская","5,11,12","walk,walk,walk","Тверской,ЦАО",0,1,empty,empty,empty
msk,"Москва, Северный административный округ, район Беговой, Ленинградский проспект, вл8",44523962,65.2,empty,empty,2,27,36,empty,0,2027,monolith,underground,without,empty,37.5826308664078,55.78085421861,2,1,"Белорусская,Маяковская,Савёловская","5,18,5","walk,walk,transport","Беговой,САО",0,0,empty,empty,empty
msk,"Москва, жилой комплекс Репаблик, к2.2",50097320,66.57,6.0,24.9,2,12,26,empty,0,2025,monolith,underground,empty,1,37.57222005073102,55.77319763881613,2,2,"Белорусская,Белорусская,Улица 1905 года","10,14,16","walk,walk,walk","Пресненский,ЦАО",1,0,empty,empty,empty
msk,"Москва, Северо-Западный административный округ, район Покровское-Стрешнево, жилой комплекс Клубный Город на Реке Примавера, квартал Россини",92604700,102.1,5.3,33.6,2,22,22,empty,0,2024,monolith,underground,rough,1,37.4206595313,55.8145160375,empty,empty,"Спартак,Тушинская","20,5","walk,transport","Покровское-Стрешнево,СЗАО",0,0,empty,empty,empty
msk,"Москва, Москва, Староволынская ул, 12к2",135000000,261.7,38.6,empty,5,7,9,2012,empty,empty,monolithBrick,empty,empty,1,37.477031,55.714186,1,0,Давыдково,4,transport,"Очаково-Матвеевское,ЗАО",empty,1,empty,empty,empty
msk,"Россия, Москва, Электрозаводская улица, 33с1",13950000,38.5,empty,empty,1,2,3,2023,empty,empty,monolithBrick,multilevel,empty,0,37.707871,55.793166,0,0,"Преображенская площадь,Электрозаводская,Семёновская","6,15,3","walk,walk,transport","Преображенское,ВАО",1,1,empty,empty,empty
msk,"Москва, Мичуринский проспект",24386357,64.3,19.9,empty,3,2,23,empty,0,2025,monolith,underground,without,empty,37.4656579325,55.6822842816,1,1,"Озёрная,Мичуринский проспект,Раменки","19,4,5","walk,transport,transport","Очаково-Матвеевское,ЗАО",0,0,empty,empty,empty
msk,"Россия, Москва, Комсомольский проспект, 23/7",24391000,41.4,18.5,empty,1,2,9,1961,empty,empty,brick,ground,empty,empty,37.583598,55.727212,empty,empty,"Фрунзенская,Парк Культуры,Спортивная","4,16,20","walk,walk,walk","Хамовники,ЦАО",1,1,empty,empty,empty
msk,"Москва, набережная Марка Шагала",33133436,80.2,13.7,40.6,3,13,17,empty,0,2024,monolithBrick,underground,without,empty,37.6387402023154,55.6897125739815,empty,empty,"Технопарк,ЗИЛ","2,8","transport,transport","Даниловский,ЮАО",0,0,empty,empty,empty
msk,"Москва, Авиационная улица д. 77 к. 2",55000000,82.0,32.0,45.0,2,28,48,2016,empty,empty,brick,underground,empty,empty,37.450872,55.809348,3,empty,Щукинская,11,walk,"Щукино,СЗАО",0,1,empty,empty,empty
msk,"Москва, пр-т Ленинградский, вл. 8",57000000,81.4,5.0,71.4,3,19,37,empty,empty,empty,empty,empty,empty,empty,37.581858390210996,55.7801709776177,empty,empty,Белорусская,4,walk,"Беговой,САО",0,1,empty,empty,empty
msk,"Россия, г. Москва, Мосфильмовская ул., д. 8",67000000,94.3,empty,empty,3,10,53,empty,empty,empty,empty,empty,empty,empty,37.527256,55.723587,empty,empty,Кутузовская,8,transport,"Раменки,ЗАО",0,1,empty,empty,empty
msk,"Москва, Ордынский Б. пер., 4с4",84500000,75.1,10.0,55.0,2,2,5,2020,empty,empty,monolith,underground,empty,empty,37.625882,55.73552,1,1,"Третьяковская,Полянка,Добрынинская","9,10,11","walk,walk,walk","Замоскворечье,ЦАО",1,1,empty,empty,empty
msk,"Москва, Большой Кисельный переулок, 11",90321947,63.3,27.2,empty,1,3,8,empty,0,2026,monolith,empty,without,empty,37.6274612712,55.7650984155,1,empty,"Тургеневская,Сретенский бульвар,Чистые пруды","9,9,10","walk,walk,walk","Мещанский,ЦАО",0,0,empty,empty,empty
msk,"Москва, Комсомольский проспект, д. 9А",94000000,106.4,10.0,empty,3,5,6,2013,empty,empty,empty,open,empty,empty,37.591189,55.730943,1,empty,Парк Культуры,7,walk,"Хамовники,ЦАО",1,1,empty,empty,empty
msk,"Москва, Краснопролетарская улица, 7",150000000,181.8,22.6,empty,5,9,19,1998,empty,empty,monolith,empty,empty,1,37.60726,55.774988,4,empty,"Новослободская,Достоевская,Маяковская","10,12,12","walk,walk,walk","Тверской,ЦАО",0,1,empty,empty,empty
msk,"Москва, Пречистенская наб., д. 43",166400000,64.0,7.0,empty,2,2,5,2021,empty,empty,empty,empty,empty,empty,37.607655,55.745929,1,empty,"Кропоткинская,Боровицкая","3,8","walk,walk","Хамовники,ЦАО",1,1,empty,empty,empty
msk,"Москва, Авиационная, 77",194484779,212.0,25.0,130.0,4,24,42,empty,empty,empty,monolithBrick,underground,empty,empty,37.450845,55.807982,1,empty,Щукинская,12,walk,"Щукино,СЗАО",0,1,empty,empty,empty
msk,"Москва, Костикова ул., д. 4, к. 5",274120000,249.2,empty,empty,5,5,21,2022,empty,empty,monolith,underground,empty,0,37.555616,55.761512,18,0,"Улица 1905 года,Краснопресненская","9,4","walk,transport","Пресненский,ЦАО",0,1,empty,empty,empty
msk,"Москва, Ефремова ул., д. 19, к. 4",398230739,172.26,15.0,empty,3,5,7,2015,empty,empty,empty,empty,empty,1,37.568875,55.721863,1,empty,Фрунзенская,14,walk,"Хамовники,ЦАО",0,1,empty,empty,empty
msk,"Москва, поселение Сосенское, посёлок Газопровод",14432000,65.6,empty,35.4,3,3,17,empty,0,2026,monolithBrick,empty,without,empty,37.4828255022649,55.5893929804857,empty,empty,"Коммунарка,Тёплый Стан,Ольховая","9,10,11","transport,transport,transport","Сосенское,НАО (Новомосковский)",0,0,empty,empty,empty
msk,"Москва, Северо-Восточный административный округ, район Ростокино, жилой комплекс Союз, к2",21473600,38.4,empty,10.8,1,2,23,empty,0,2024,monolithBrick,underground,without,empty,37.6421616258068,55.8378393904464,2,empty,"Ботанический сад,Улица Сергея Эйзенштейна","11,18","walk,walk","Ростокино,СВАО",0,0,empty,empty,empty
msk,"г Москва, ул Озёрная, д 7",25500000,66.1,4.4,44.2,3,5,20,empty,empty,empty,empty,empty,empty,0,37.4711827482,55.6876078553,empty,empty,"Аминьевская,Аминьевская","12,16","walk,walk","Очаково-Матвеевское,ЗАО",empty,1,empty,empty,empty
msk,"Москва, Верхняя Масловка, 20",25900000,60.1,5.0,40.0,2,4,8,empty,0,2024,monolith,multilevel,without,empty,37.5618896356,55.7956502861,empty,empty,"Петровский Парк,Динамо","6,10","walk,walk","Савеловский,САО",1,1,empty,empty,empty
msk,"Россия, Москва, улица Нижние Мнёвники, 35",26000000,37.0,empty,empty,1,3,13,empty,0,2024,monolith,underground,fine,0,37.45046971,55.7510689535,2,2,"Терехово ,Мнёвники,Молодёжная","16,4,6","walk,transport,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, Старокоптевский переулок, 4",29069300,76.7,13.7,58.0,3,19,22,empty,0,2024,monolith,underground,without,empty,37.5190602539672,55.8361123212939,5,empty,"Коптево,Водный стадион,Балтийская","7,5,6","walk,transport,transport","Коптево,САО",0,0,empty,empty,empty
msk,"Москва, Северо-Восточный административный округ, район Ростокино, жилой комплекс Союз, к2",31914800,64.2,empty,25.4,2,10,23,empty,0,2024,monolithBrick,underground,without,2,37.6421616258068,55.8378393904464,2,empty,"Ботанический сад,Улица Сергея Эйзенштейна","11,18","walk,walk","Ростокино,СВАО",0,0,empty,empty,empty
msk,"Москва, Каширский проезд, 25к5",33786748,72.2,7.0,42.0,2,23,24,empty,1,2024,monolithBrick,underground,fine,empty,37.628074,55.653269,1,1,"Варшавская,Каховская,Севастопольская","7,7,8","walk,transport,transport","Москворечье-Сабурово,ЮАО",0,0,empty,empty,empty
msk,"Москва, Фестивальная улица, 15к25",34182381,83.5,9.4,56.0,3,26,35,empty,1,2023,monolith,empty,empty,empty,37.4736171296,55.8599328808,empty,empty,"Речной вокзал,Беломорская,Ховрино","8,8,6","walk,walk,transport","Левобережный,САО",0,0,empty,empty,empty
msk,"Москва, Лётная улица, 95Бк2",38465513,85.8,24.7,36.6,2,22,25,empty,1,2022,monolithBrick,underground,without,empty,37.42306644832216,55.819810679945085,1,1,"Тушинская,Спартак","12,13","walk,walk","Покровское-Стрешнево,СЗАО",0,0,empty,empty,empty
msk,"Москва, Большая Спасская улица, 37",43340026,67.9,10.9,40.5,3,12,22,empty,1,2022,monolith,empty,empty,empty,37.6466325170525,55.7766414669263,empty,empty,"Площадь трёх вокзалов,Комсомольская,Красные ворота","4,8,12","walk,walk,walk","Красносельский,ЦАО",0,0,empty,empty,empty
msk,"г Москва, ул Лётная, д 99 стр 3",48990000,133.0,5.0,90.0,5,1,5,empty,empty,empty,empty,empty,empty,1,37.415954,55.824754,empty,empty,,,,"Покровское-Стрешнево,СЗАО",1,1,empty,empty,empty
msk,"Москва, Староволынская, 12к3",73500000,128.0,20.0,90.0,3,5,23,empty,empty,empty,empty,underground,empty,0,37.476052,55.71483,0,1,Славянский бульвар,11,transport,"Очаково-Матвеевское,ЗАО",0,1,empty,empty,empty
msk,"Москва, Ленинградский проспект, вл8",73500000,103.1,10.0,88.1,3,20,33,empty,0,2027,monolithBrick,underground,fine,empty,37.5818047460318,55.7810477006005,2,empty,"Белорусская,Маяковская,Менделеевская","4,17,6","walk,walk,transport","Беговой,САО",0,1,empty,empty,empty
msk,"Москва, ул. Большой Ордынский пер. д.4,стр.4",84750000,75.0,6.0,58.0,2,2,6,empty,empty,empty,monolithBrick,underground,empty,empty,37.625882,55.73552,1,empty,"Третьяковская,Добрынинская","9,11","walk,walk","Замоскворечье,ЦАО",1,1,empty,empty,empty
msk,"Москва, 2-ая Звенигородская, 12",120000000,108.0,20.0,68.0,3,9,21,empty,empty,empty,monolithBrick,underground,empty,1,37.556568,55.762039,2,empty,Улица 1905 года,7,walk,"Пресненский,ЦАО",0,1,empty,empty,empty
msk,"Москва, Москва, Покровский б-р, 16-18 с4-4А",210000000,607.0,20.0,empty,6,2,3,1860,empty,empty,brick,empty,empty,0,37.646435,55.753179,0,0,Китай-город,10,walk,"Басманный,ЦАО",1,1,empty,empty,empty
msk,"Москва, ул. Мосфильмовская, д.8",226800000,168.0,10.0,92.0,2,50,53,2011,empty,empty,monolithBrick,underground,empty,empty,37.527256,55.723587,3,empty,Минская,7,transport,"Раменки,ЗАО",0,1,empty,empty,empty
msk,"Москва, набережная Пресненская, д.6, к.2",243000000,175.0,30.0,130.0,4,40,60,2011,empty,empty,empty,underground,empty,empty,37.540245,55.748179,4,2,"Деловой центр,Выставочная","3,5","walk,walk","Пресненский,ЦАО",1,1,empty,empty,empty
msk,"Москва, Пречистенка, 27",250000000,246.0,46.0,150.0,5,3,4,empty,empty,empty,empty,empty,empty,empty,37.591386,55.740421,1,empty,Парк Культуры,7,walk,"Хамовники,ЦАО",0,1,empty,empty,empty
msk,"г.Москва, ул.Мосфильмовская, д.1А",296000000,237.0,35.0,153.6,6,3,12,empty,empty,empty,monolith,underground,empty,empty,37.525684,55.718902,2,empty,"Ломоносовский проспект,Кутузовская","4,11","transport,transport","Раменки,ЗАО",0,1,empty,empty,empty
msk,"Москва, Богословский пер., д. 12А",546409619,262.0,20.0,empty,5,3,8,2010,empty,empty,empty,empty,empty,empty,37.599319,55.763493,1,1,"Пушкинская,Тверская","6,6","walk,walk","Пресненский,ЦАО",0,1,empty,empty,empty
msk,"Москва, 2-й Котляковский переулок",16025726,38.65,empty,empty,1,3,25,empty,0,2026,monolithBrick,underground,fine,empty,37.6321164531,55.6484134285,1,1,"Варшавская,Каховская,Севастопольская","15,7,8","walk,transport,transport","Москворечье-Сабурово,ЮАО",0,0,empty,empty,empty
msk,"Россия, Москва, Окская улица, 2",16750000,55.0,9.0,empty,2,7,12,1985,empty,empty,panel,ground,empty,1,37.748699,55.709926,2,empty,"Текстильщики,Кузьминки,Текстильщики","12,14,20","walk,walk,walk","Кузьминки,ЮВАО",0,1,empty,empty,empty
msk,"Москва, Рязанский проспект",20982170,67.1,12.1,40.3,3,20,30,empty,0,2027,monolithBrick,empty,without,empty,37.7730046188418,55.7195076406786,empty,empty,"Окская,Кузьминки,Рязанский проспект","10,18,18","walk,walk,walk","Рязанский,ЮВАО",0,0,empty,empty,empty
msk,"Москва, жилой комплекс Алиа, к11",22171258,47.5,12.7,18.4,1,24,25,empty,1,2023,monolithBrick,underground,without,empty,37.4223509215,55.8186092018,1,1,"Тушинская,Спартак","12,4","walk,transport","Покровское-Стрешнево,СЗАО",0,0,empty,empty,empty
msk,"Москва, Западный административный округ, район Филёвский Парк, Багратионовский проезд, 5",26226708,42.59,empty,empty,1,10,57,empty,1,2023,monolith,underground,fine,empty,37.5095364775,55.7423225102,1,2,"Фили,Багратионовская,Парк Победы","5,14,17","walk,walk,walk","Филевский парк,ЗАО",0,0,empty,empty,empty
